date,min_temperature,max_temperature,avg_temperature,avg_humidity,rainfall,sunshine_duration,max_wind_speed,wind_direction,avg_wind_speed,most_wind_direction
03-02-2024,25,31.6,28.1,79,20.3,3.2,4,270,2,W
04-02-2024,26.2,31,28,81,,0.8,4,340,1,C
05-02-2024,26,32,27.9,84,14,2.4,10,320,1,C
06-02-2024,26.2,31,26.4,86,6.8,3.4,9,250,1,C
07-02-2024,24.6,33.4,28.9,75,14.8,3.5,5,260,1,C
08-02-2024,25.4,32.6,29.3,76,,5,11,330,2,C
09-02-2024,26,31,29,79,,8.5,6,320,2,NW
10-02-2024,25.2,32,28.6,79,102,4.2,6,310,1,C
11-02-2024,26.6,32,28.8,78,0,5.2,7,300,2,NW
12-02-2024,26.2,32.6,28.6,81,5.8,7.6,10,360,2,C
13-02-2024,26,31.2,28.6,80,3,5,8,320,2,C
14-02-2024,24.4,30,27.6,85,140.9,6.8,3,310,0,C
15-02-2024,25.6,31.4,28.5,85,3,2.1,5,300,1,C
16-02-2024,26.4,30,28.1,85,7.5,0.8,8,320,2,C
17-02-2024,25,31,28.3,82,18.4,0.2,4,300,1,C
18-02-2024,26,30.4,28.6,80,0,3,7,340,2,C
19-02-2024,26.6,32.4,29.5,78,0,2.7,9,300,2,C
20-02-2024,26.8,33,29.8,78,,5.2,9,340,2,C
21-02-2024,26,33,29.5,77,0.2,7.2,5,320,1,C
22-02-2024,27.4,34,30.6,74,0,0.3,7,350,3,C
23-02-2024,27.2,34,30.3,72,3.2,5.8,4,330,2,C
24-02-2024,27.4,31.6,28.9,80,,2.4,9,330,3,C
25-02-2024,26,32.8,28.4,81,5.7,3.8,9,340,2,C
26-02-2024,25.6,31,28.7,79,20.8,1.7,4,340,0,C
27-02-2024,26.2,32.2,29.1,78,0,2.5,6,340,1,C
28-02-2024,24.8,30.8,27.6,88,38.5,5.2,4,350,1,C
29-02-2024,25,27,26.1,92,75.5,0.3,2,320,0,C
01-03-2024,25.2,32.4,29.1,77,10,0,5,330,2,C
02-03-2024,26.4,30.4,27.7,86,,5.2,4,310,1,NW
03-03-2024,25.8,31,27.7,86,17.7,0,6,310,2,C
04-03-2024,25,34,29.2,74,6.8,0.2,4,270,2,C
05-03-2024,26.4,35.2,30.2,71,1,1,5,260,2,C
06-03-2024,27.2,33.8,29.6,75,,2.4,5,320,2,C
07-03-2024,26.8,34.6,29.7,74,4,1.2,5,240,1,C
08-03-2024,25,32,29.2,75,0,4.6,4,260,1,C
09-03-2024,,,,94,4.2,0.5,5,270,0,C
10-03-2024,24.2,30.8,27.9,86,47.7,0,4,290,1,C
11-03-2024,25.4,29.8,27.9,86,10.4,0.2,6,330,1,C
12-03-2024,25,31.4,28.8,79,16,0,3,310,1,C
13-03-2024,26.4,31.6,28.2,84,4.3,3,7,330,2,C
14-03-2024,26.6,29.6,27.2,86,24,1.2,6,320,1,C
15-03-2024,24.6,30.8,27.4,83,31.8,0,5,270,1,C
16-03-2024,24,30,26,91,6.5,0,2,330,1,C
17-03-2024,,29,27,85,19,1,4,230,2,W
18-03-2024,25.6,32.4,29,77,21.7,2.1,6,320,2,C
19-03-2024,26.2,34.8,30.2,65,0.3,5,6,260,1,C
20-03-2024,25,35.4,30.4,63,,9.9,7,240,3,W
21-03-2024,26,32,29,77,0,9.7,6,340,2,C
22-03-2024,25.2,29.6,26.4,91,63.3,9,0,0,0,C
23-03-2024,25.4,33.6,29.8,75,3.8,0,5,340,1,C
24-03-2024,26,33.4,29.9,77,,9.9,3,300,1,C
25-03-2024,27.2,32,29.2,80,,8,4,340,1,C
26-03-2024,27.4,34.2,30.2,75,,5,5,120,1,C
27-03-2024,27.2,30.8,28.3,82,0.4,5.2,3,340,1,C
28-03-2024,26,32.4,29.3,77,,0,6,320,1,C
29-03-2024,26.8,33.4,29.8,75,0,5.5,3,90,0,C
30-03-2024,27.2,33.6,29.7,77,,6.2,3,340,1,C
31-03-2024,27.4,33.4,28.9,82,,4.5,8,340,1,C
01-04-2024,26,33,29.2,78,18.2,4,4,340,1,C
02-04-2024,27.2,31.8,29.5,77,1.2,5.4,4,320,1,C
03-04-2024,27.4,32.6,28.3,83,0,2,8,340,2,C
04-04-2024,26,34.4,30.2,75,5.6,4,8,330,1,C
05-04-2024,26,32.4,29.6,80,,6.2,2,80,0,C
06-04-2024,26.6,32.4,29.2,80,2.8,1.2,3,320,1,C
07-04-2024,26.4,34.4,30.1,76,,1,5,330,2,C
08-04-2024,26,33,30,72,,4.8,3,300,2,C
09-04-2024,27.4,32.2,28.6,81,,5,3,320,0,C
10-04-2024,26.4,33.4,28.7,78,8.7,0.8,5,330,1,C
11-04-2024,26.4,32.4,29,80,0.7,5,4,340,2,C
12-04-2024,25.2,32.4,27.7,86,39,3.5,5,330,1,C
13-04-2024,26,32.8,29.5,79,1,3.7,3,120,2,C
14-04-2024,26.8,33.4,28.9,80,,7.5,4,10,1,C
15-04-2024,,33.6,30.1,75,1,5.5,3,60,1,C
16-04-2024,26.4,34.6,30.9,74,,4.5,4,150,1,C
17-04-2024,26,33.4,28.8,81,,3.5,8,330,2,C
18-04-2024,25.4,33.4,29.6,75,27.2,3.6,8,320,2,C
19-04-2024,27.2,33.2,29.5,76,0,3.7,3,340,1,C
20-04-2024,27,33.6,30.1,76,,0.6,3,190,1,C
21-04-2024,26,33,29.6,76,,2.3,4,320,1,C
22-04-2024,27.4,34,30.9,73,0,2.5,4,320,1,C
23-04-2024,28,32.8,29.8,77,0,7,6,320,1,C
24-04-2024,27.4,34.4,30,78,,3.5,6,350,1,C
25-04-2024,25.6,32,29,81,13,1,3,360,1,C
26-04-2024,26.4,34.4,30.2,77,0.4,0,5,350,1,C
27-04-2024,27.4,34.4,29.5,78,0,7,3,150,1,C
28-04-2024,26.2,33.6,30.2,78,2,5.5,6,360,1,C
29-04-2024,26.8,35,31.3,74,,2.7,5,360,2,C
30-04-2024,28,34.4,31,74,0,6.8,4,350,1,C
01-05-2024,28,33,30.4,76,,5.6,4,360,1,C
02-05-2024,28,,31.3,72,,0.6,6,70,1,C
03-05-2024,27,33.8,30.7,73,,2.8,7,360,2,C
04-05-2024,28,34,30.3,70,0,6.2,6,300,1,C
05-05-2024,27.4,34.6,30.8,71,0,5,6,360,1,C
06-05-2024,27,33.4,30.5,68,,5.8,3,300,0,C
07-05-2024,28,35,31,68,0,3.7,2,50,1,C
08-05-2024,28,34.2,30.5,71,,6.5,3,310,1,C
09-05-2024,27,35.2,30.6,73,,4.2,3,120,1,C
10-05-2024,27.8,34.6,30.9,73,,6,3,140,1,C
11-05-2024,28,36.6,31.1,71,,7,5,360,2,C
12-05-2024,28,35,31,70,,5.5,4,140,2,C
13-05-2024,28,34.8,30.9,72,0,5.7,4,360,1,C
14-05-2024,28,32.4,28.5,84,0,6,4,360,1,C
15-05-2024,27,34,30.7,71,28.5,0,4,360,1,C
16-05-2024,,34.2,30.4,73,,4.5,5,360,1,C
17-05-2024,,34.6,30.4,70,,5.5,3,70,1,C
18-05-2024,27.4,34.8,30.6,69,,4.5,4,350,1,C
19-05-2024,27,33.2,30.3,70,,4.5,4,340,1,C
20-05-2024,27.4,34.4,30.6,68,,6.5,2,110,1,C
21-05-2024,27.4,33,30.5,70,0,3.4,6,310,1,C
22-05-2024,28,33.8,30.6,72,0,5.2,5,360,2,C
23-05-2024,28,32,28.9,81,,3.2,5,360,1,C
24-05-2024,26,33.4,29.3,78,,0,3,360,1,C
25-05-2024,26.6,33,27.2,86,3.5,4,3,110,1,C
26-05-2024,26.4,33,29.5,77,2.1,0,4,350,1,C
27-05-2024,26.8,35.6,31,70,,0.4,4,350,1,C
28-05-2024,27,34,30.7,74,,6,9,360,2,C
29-05-2024,28,34.2,30.8,73,0,6.4,3,360,1,C
30-05-2024,28,33.4,30.6,74,0,4.4,2,130,1,C
31-05-2024,28,34.6,30.8,74,,5.2,4,340,1,C
01-06-2024,26.6,33,29.7,76,,2.8,3,130,1,C
02-06-2024,,33.6,29.7,78,,1,3,350,0,C
03-06-2024,,33.8,28.8,82,1.5,1.5,2,320,0,C
04-06-2024,27.2,33.4,29.6,78,,0.4,3,280,1,C
05-06-2024,27,33.4,30,72,,3,3,320,1,C
06-06-2024,26.6,35.6,30.7,68,,6,4,310,1,C
07-06-2024,27,33.2,29.9,73,,6.6,8,360,2,C
08-06-2024,27.2,33.8,30.5,72,,6,4,80,2,E
09-06-2024,27.6,33.4,29.6,75,0,6.8,5,310,1,C
10-06-2024,27,34,30.7,73,0,3.6,6,360,1,C
11-06-2024,27,33.4,28.4,85,,4.2,3,310,1,C
12-06-2024,26,32.2,28.9,79,12.9,3.2,3,360,0,C
13-06-2024,26,32.6,29,78,0,3,3,360,1,C
14-06-2024,,33.6,29.7,75,,1,7,360,2,C
15-06-2024,26,33.2,28.9,78,,6.8,5,340,2,NW
16-06-2024,24.2,30.4,28.2,82,65.6,3,3,310,1,C
17-06-2024,25,32.4,29.7,75,0,1.7,5,320,2,C
18-06-2024,27.2,32.6,29.3,77,0,6.7,8,360,2,C
19-06-2024,26,33.8,29.8,71,,0.5,3,360,1,C
20-06-2024,25.8,33.6,29.7,66,,7,5,360,1,C
21-06-2024,,34.2,29.8,70,,7,3,320,1,C
22-06-2024,27,33.4,29.2,72,0,6.7,5,360,1,C
23-06-2024,,34.4,30.2,62,,0.8,3,70,1,C
24-06-2024,26.4,33.4,29.9,72,,7,4,70,1,C
25-06-2024,27.2,32.4,27.3,83,0,3.8,3,30,1,C
26-06-2024,25.4,34.4,29.8,75,24,2,4,350,1,C
27-06-2024,26,33.2,29.7,77,,7,3,20,1,C
28-06-2024,27.4,33.4,29.6,78,2.5,5.5,5,300,1,C
29-06-2024,,,,82,,6.5,4,320,1,C
30-06-2024,25.4,33,29.4,76,3,0.6,7,330,2,C
01-07-2024,26,32,29,77,,6,4,310,1,C
02-07-2024,25.6,30.8,28.5,81,0.6,2.5,4,310,0,C
03-07-2024,26.6,32.4,28.1,79,0,1.3,6,360,1,C
04-07-2024,25.6,32.6,27.1,84,2.5,5.8,5,360,1,C
05-07-2024,24.6,32.2,27,84,14.5,1.6,4,140,1,C
06-07-2024,24.6,28.4,24.8,92,15.3,4.2,3,120,0,C
07-07-2024,23.6,30.4,27.4,81,49.3,0.5,3,140,0,C
08-07-2024,,33.6,,,,,4,360,1,C
09-07-2024,24.8,31.6,28.1,83,54,7,5,310,1,C
10-07-2024,25,33.2,28.7,76,1.6,2,4,360,1,C
11-07-2024,26.2,33.2,28.6,76,0,5.3,3,310,1,C
12-07-2024,26,33.4,28.8,67,0,6.8,7,360,2,C
13-07-2024,24,32.8,28.3,67,0,5.5,3,10,1,C
14-07-2024,25,32,28,66,0,6.5,3,80,1,C
15-07-2024,24.2,32.8,27.4,68,0,7,4,330,1,C
16-07-2024,24.2,34.6,28.6,66,0,7,5,350,1,C
17-07-2024,24,33.2,28.5,72,0,7,4,50,2,E
18-07-2024,26,33,29.5,69,0,6.5,4,360,2,C
19-07-2024,26.6,33.4,29.2,69,0,4.8,4,50,1,C
20-07-2024,25.6,33.4,28.6,67,0,4.4,4,360,2,C
21-07-2024,26,34.4,29.4,67,0,7,5,350,1,C
22-07-2024,25,33.6,28.7,73,0,6,4,360,1,C
23-07-2024,26.6,32.6,28.9,66,0,6.6,5,320,2,C
24-07-2024,26.8,32.6,29,70,0,6.4,4,300,1,C
25-07-2024,25,32,28.4,72,0,3.2,3,310,1,C
26-07-2024,26.2,33.2,28.9,71,0,3.6,4,360,1,C
27-07-2024,26.4,34.4,29.5,69,0,4.2,5,360,1,C
28-07-2024,25,32.4,29,72,0,6.5,3,330,1,C
29-07-2024,26.4,34,29.3,68,0,6.2,3,70,1,C
30-07-2024,26.2,33.6,29.3,69,0,6.5,7,360,1,C
31-07-2024,26.8,33.6,29.4,72,0,7,3,340,1,C
01-08-2024,27.2,33,28.7,77,0,7,7,360,2,C
02-08-2024,25,32.6,28.8,75,,0.6,5,320,1,C
03-08-2024,25.4,33.6,28.6,78,2.6,5.4,3,40,1,C
04-08-2024,26.6,33.4,29.3,75,0,7,5,10,1,C
05-08-2024,26.2,31.6,28.5,74,5,7.1,6,320,2,C
06-08-2024,26.2,33.8,29.2,69,0,2.5,5,360,1,C
07-08-2024,25,33.2,28.9,72,0,7,7,330,1,C
08-08-2024,27,33.6,29.4,68,0,7,3,110,1,C
09-08-2024,27,35.2,29.7,70,0,2.5,3,360,1,C
10-08-2024,25,33.8,29.5,72,0,7,3,20,1,C
11-08-2024,26.6,31.8,29.1,71,0,7.2,8,340,2,C
12-08-2024,26.6,33,29,62,0,5.4,5,320,1,C
13-08-2024,24.8,34.8,29,61,0,5.3,3,130,1,C
14-08-2024,25,34.4,29.3,68,0,7.3,2,110,1,E
15-08-2024,26.2,33.4,29.2,69,0,7.3,6,320,1,C
16-08-2024,27,33.4,29,69,0,6.5,4,290,1,C
17-08-2024,27,33.2,29.4,69,0,4.5,5,320,1,C
18-08-2024,25,33.6,29,72,0,4,4,330,1,C
19-08-2024,26.6,32.6,29.1,73,0,7.2,4,320,1,C
20-08-2024,26.4,33.4,28.8,76,0,7.5,6,320,1,C
21-08-2024,26.8,33.6,29.1,74,0,6,5,330,1,C
22-08-2024,25,33.4,29.1,73,0,6.8,4,310,1,C
23-08-2024,26.6,32,28.8,76,0,6,4,280,1,C
24-08-2024,26.4,32.6,28.5,73,0,6,5,360,1,C
25-08-2024,26.6,33.6,28.7,68,0,7,7,350,1,C
26-08-2024,26,32.8,29.4,70,0,7,6,320,2,C
27-08-2024,26.6,33.4,29.1,71,0,7.4,6,340,1,C
28-08-2024,26.8,33.4,28.7,64,0,7.5,7,330,2,C
29-08-2024,27,33.6,30.4,65,0,7,5,320,1,C
30-08-2024,25,33.2,28.8,67,0,4.2,6,330,1,C
31-08-2024,26.4,33.4,28.6,70,0,3.5,6,320,1,C
01-09-2024,26.6,33.4,29,71,0,8,4,330,1,C
02-09-2024,27,33.6,30,74,0,7,3,300,0,C
03-09-2024,26,33,29.3,72,0,6.9,5,330,2,C
04-09-2024,27.2,34.6,30.1,64,0,6.2,3,50,1,C
05-09-2024,27.6,33.4,30.1,66,0,7,4,300,1,C
06-09-2024,27.6,35.4,30.6,67,0,6.8,3,330,1,C
07-09-2024,26,35.2,30.4,64,0,7,4,120,2,C
08-09-2024,27.4,34.8,30.1,67,0,8,12,330,2,C
09-09-2024,28,33,28.6,74,0,7.9,8,320,2,C
10-09-2024,25.8,31.6,28,80,22.4,6.5,4,320,1,C
11-09-2024,25,34.2,29.6,67,0,1.6,5,120,1,C
12-09-2024,26.8,32.8,28.9,74,0,4.1,6,230,2,C
13-09-2024,24,32.4,27.6,79,48.7,4.9,7,90,1,C
14-09-2024,25,33.6,28.9,66,0,5.8,7,340,1,C
15-09-2024,25,33.6,28.8,69,0,5,4,340,1,C
16-09-2024,26.2,33.6,29,67,0,7.9,5,310,2,C
17-09-2024,26.8,33.6,28.8,65,0,6.5,4,310,2,NW
18-09-2024,26,33.2,28.3,67,0,5,8,320,2,C
19-09-2024,25,32.6,28.5,62,0,7.9,4,320,1,C
20-09-2024,26.4,32.6,29.1,71,0,8,5,320,1,C
21-09-2024,27,33.2,29.4,71,0,7.6,4,360,2,C
22-09-2024,27.2,34.4,29.8,76,0,8,5,340,1,C
23-09-2024,26,33.4,29.9,76,0,3.6,3,120,1,C
24-09-2024,26.4,33.4,28,82,0,4.5,5,150,1,C
25-09-2024,26.4,33.4,27.3,80,2,2.3,5,320,1,C
26-09-2024,23.6,33,27.6,81,44.4,6.2,8,300,1,C
27-09-2024,25,33.6,28.7,81,55,6,3,80,0,C
28-09-2024,25.6,34.6,30.6,73,0,8,5,60,2,C
29-09-2024,27.6,34.4,30.1,73,0,6.3,3,120,1,C
30-09-2024,27.2,34.6,30.1,71,0,7,3,70,1,C
01-10-2024,26,34.2,30.2,71,0,8,4,310,1,C
02-10-2024,27.8,34,30.5,70,0,8,5,320,1,C
03-10-2024,28.2,33.8,30.3,69,,6.8,4,110,1,C
04-10-2024,27.4,34.6,30.4,69,0,2.2,6,360,1,C
05-10-2024,26,32.6,29.6,72,0,5.4,6,350,2,C
06-10-2024,27.2,32.4,29.7,72,,7.5,6,320,1,C
07-10-2024,27,35.8,30.5,62,0,5.5,5,140,1,C
08-10-2024,27.4,34.8,30.6,64,0,8,6,320,1,C
09-10-2024,26,33.8,30.2,69,0,6.8,4,300,1,C
10-10-2024,28.2,34.2,30.9,69,0,8,7,320,1,C
11-10-2024,28.2,35.4,31,68,0,7.9,3,70,1,C
12-10-2024,28,34.6,30.6,70,0,8,5,340,1,C
13-10-2024,26,31.4,29.5,77,0,2.6,5,340,1,C
14-10-2024,27.2,32.4,29.6,73,0,0.4,4,340,1,C
15-10-2024,27,33.2,28.9,73,2.2,2.5,3,240,1,C
16-10-2024,26.8,34.6,30,72,0,3,4,330,1,C
17-10-2024,25,34,29.1,62,0,7.3,5,330,1,C
18-10-2024,26.2,33.6,29.4,64,0,8,4,310,1,C
19-10-2024,27.2,33.2,29.9,69,0,8,3,10,1,C
20-10-2024,27,36.4,31.1,60,0,8,7,290,2,C
21-10-2024,25,33.8,30.1,64,0,8,5,300,1,C
22-10-2024,27.4,34.6,30.3,67,0,5.7,5,320,1,C
23-10-2024,28,34.2,30.4,69,0,8,4,160,1,C
24-10-2024,26,33.6,29.4,74,46.6,6.6,3,310,1,C
25-10-2024,25,33.8,28.2,80,5,2.3,4,330,1,C
26-10-2024,25.4,34.2,30.2,68,7.6,5,5,340,1,C
27-10-2024,27.4,34.2,30.1,71,0,8,8,330,2,C
28-10-2024,27.2,34.6,30.2,67,0,8,7,340,1,C
29-10-2024,26,34,30.8,69,0,0.6,4,300,1,C
30-10-2024,28,34.4,30.9,65,0,6.5,5,210,1,C
31-10-2024,27.4,34.6,30.4,70,0,6.5,3,340,1,C
01-11-2024,27.4,32.8,30.3,68,0,6.3,3,330,1,C
02-11-2024,26,31.4,28.9,79,0,2.6,10,320,2,C
03-11-2024,25.6,33.6,27.7,79,24.5,6.2,5,320,1,C
04-11-2024,25,33.4,27.6,82,18.4,5.1,3,30,1,C
05-11-2024,25.2,33.4,28.6,78,0,2.8,6,320,2,C
06-11-2024,25,33.8,29.3,73,14.5,6,5,100,1,C
07-11-2024,26.8,33.6,29.5,75,0,3.5,4,300,1,C
08-11-2024,26.8,33.2,30,70,0,3.5,4,300,1,C
09-11-2024,27.8,33.4,29.1,76,0,5.7,3,320,1,C
10-11-2024,25,31.8,28.7,77,0,4.9,4,300,1,C
11-11-2024,27.2,34.8,28.6,79,0,3.3,5,330,1,C
12-11-2024,25.4,34.6,28.3,80,5.6,2.8,3,320,1,C
13-11-2024,26.4,34.4,29.6,74,1.2,2.4,5,310,1,C
14-11-2024,26,32.4,30,76,0,4.6,5,320,1,C
15-11-2024,27.2,33.6,30,73,0,5,4,10,1,C
16-11-2024,27.8,32.8,28.6,84,1,3.5,4,320,1,C
17-11-2024,26.2,34,29.6,78,7.2,1.2,5,310,1,C
18-11-2024,26,33.6,28.6,83,17.8,3.4,6,320,2,C
19-11-2024,26.8,33.2,29.2,78,0,5.8,5,320,1,C
20-11-2024,26.2,34.4,29.5,75,8,4.4,4,250,1,C
21-11-2024,26.8,34.4,29.7,75,0,4.2,7,330,1,C
22-11-2024,25,35.2,29.4,74,0,5.6,6,270,2,C
23-11-2024,26.6,34,29,77,0,5.5,3,270,1,C
24-11-2024,26.4,34,29.6,73,0,2.4,5,310,1,C
25-11-2024,27,32.6,30.1,72,0,3.8,6,250,2,C
26-11-2024,26,33.8,28.9,76,0,3.1,5,330,1,C
27-11-2024,27.2,35,29,79,1.6,5.5,6,340,1,C
28-11-2024,25.4,35.2,29.4,72,50,2.3,5,240,2,W
29-11-2024,26.4,35,29.8,67,0.6,2,10,260,2,C
30-11-2024,25,34.4,30.4,66,0,0.9,5,230,2,W
01-12-2024,27.6,35.4,30.4,68,0.6,2.5,6,220,3,SW
02-12-2024,26.4,35.2,29.3,72,5,6.8,8,100,3,W
03-12-2024,26,31.4,27.3,79,26,1.4,6,270,2,C
04-12-2024,25,30,27.1,83,4,0.5,5,250,2,W
05-12-2024,25,32.2,27.7,82,10.4,0,5,260,1,C
06-12-2024,25.2,29.6,27.1,86,48.2,1.5,3,200,0,C
07-12-2024,25.4,31.6,27.7,87,,0.2,3,330,0,C
08-12-2024,25,32,28.2,82,30.4,1.4,5,320,1,C
09-12-2024,26,32,27.5,85,0,1.5,3,30,0,C
10-12-2024,25.4,31.8,27.7,82,26,0,6,260,3,W
11-12-2024,26.4,33.8,29.7,71,0.7,0.3,5,320,1,C
12-12-2024,25,34.4,29.7,69,1,2.4,6,250,2,W
13-12-2024,27.2,32.4,30.1,68,0,4,4,320,1,C
14-12-2024,27,32.2,28.4,75,0,3.1,7,220,2,W
15-12-2024,27.2,32.8,28.3,78,0,0.2,3,300,1,C
16-12-2024,25.2,31,28.4,79,18.5,0.3,4,220,1,C
17-12-2024,25.4,32.2,28.3,82,6.5,0.5,3,180,1,C
18-12-2024,25.4,33.4,29.1,72,,2,4,300,2,W
19-12-2024,26,32,28.1,82,1.2,4.2,5,220,1,C
20-12-2024,25,32,28.1,82,56,1.9,3,230,1,C
21-12-2024,25.6,31.4,28.1,81,10.2,2.6,6,270,2,C
22-12-2024,25.6,30.6,27.8,87,19,1.6,4,330,1,C
23-12-2024,26,30,26.9,93,43.8,2.5,4,300,1,C
24-12-2024,24.4,31.4,28,79,17,0,3,330,1,C
25-12-2024,25.4,31.4,27.9,86,3.4,0.6,3,280,1,C
26-12-2024,26,33.6,29.4,74,8.2,0,6,240,1,C
27-12-2024,25.2,32.4,29.2,78,0,1.2,5,280,2,C
28-12-2024,27.2,34.2,30,70,0,3.8,4,300,2,C
29-12-2024,27.8,33,29.7,73,0,3,3,270,1,C
30-12-2024,24.8,32.4,28.4,76,1,1.8,6,240,2,SW
31-12-2024,25.2,32.4,28.4,76,1.6,2.4,5,270,2,W
